Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy M35 5G (Thunder Grey,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",4.1,"5,180",1K+ bought in past month,15999,₹24499,(35% off),Yes
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,8GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update",3.9,941,500+ bought in past month,13499,₹17999,(25% off),Yes
"Samsung Galaxy A35 5G (Awesome Lilac, 8GB RAM, 128GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",3.6,72,100+ bought in past month,30999,₹33999,(9% off),Yes
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage)",4.1,"3,414",5K+ bought in past month,19999,₹20999,(5% off),Yes
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)",4.5,"2,673",3K+ bought in past month,N/A,N/A,N/A,No
"Samsung Galaxy M15 5G Prime Edition (Stone Grey,4GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update",3.9,941,200+ bought in past month,10999,₹15999,(31% off),Yes
"Samsung Galaxy S21 FE 5G (Olive, 8GB RAM, 256GB Storage) with Snapdragon 888 Processor",3.9,"1,799",M.R.P:,31990,₹74999,(57% off),Yes
"Samsung Galaxy M15 5G Prime Edition (Stone Grey,8GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update",3.9,941,500+ bought in past month,13499,₹17999,(25% off),Yes
"Samsung Galaxy M53 5G (Mystique Green, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Without Charger",4.0,"12,348",M.R.P:,24499,₹32999,(26% off),Yes
"Samsung Galaxy F15 5G (Jazzy Green, 6GB RAM, 128 GB Storage)",3.8,187,500+ bought in past month,11999,₹16999,(29% off),No
"Samsung Galaxy A35 5G (Awesome Lilac, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",3.8,220,100+ bought in past month,32499,₹36999,(12% off),Yes
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)",4.5,"2,673",2K+ bought in past month,74990,₹149999,(50% off),Yes
"Samsung Galaxy A55 5G (Awesome Navy, 12GB RAM, 256GB Storage) | Metal Frame | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",4.1,357,100+ bought in past month,43989,₹48999,(10% off),Yes
"Samsung Galaxy A23 Blue, 8GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers",4.0,"1,282",M.R.P:,14999,₹25490,(41% off),Yes
"Samsung Galaxy A15 5G (Blue Black, 6GB, 128GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 12GB Expandable RAM | MediaTek Dimensity 6100+ | 5000 mAh Battery",3.9,921,300+ bought in past month,15499,₹19999,(23% off),Yes
"Samsung Galaxy S21 FE 5G (Navy, 8GB RAM, 256GB Storage) with Snapdragon 888 Processor",3.9,"1,799",100+ bought in past month,34999,₹74999,(53% off),Yes
"Samsung Galaxy S23 5G Snapdragon (Phantom Black, 8GB, 128GB Storage)",4.4,736,100+ bought in past month,43669,₹89999,(51% off),Yes
"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",4.1,"5,180",400+ bought in past month,17499,₹25999,(33% off),Yes
"Samsung Galaxy A35 5G (Awesome Navy, 8GB RAM, 128GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",3.8,69,100+ bought in past month,29499,₹33999,(13% off),Yes
"Samsung Galaxy S24 FE 5G AI Smartphone (Blue, 8GB RAM, 256GB Storage)",4.3,7,100+ bought in past month,59999,₹79999,(25% off),Yes
"Samsung Galaxy A35 5G (Awesome Navy, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",4.2,55,100+ bought in past month,32499,₹36999,(12% off),Yes
"Samsung Galaxy M15 5G (Stone Grey,6GB RAM,128GB Storage)| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update| Super AMOLED Display| Without Charger",3.8,"1,747",50+ bought in past month,14499,₹16999,(15% off),Yes
