Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery,Brand,Product,Color,RAM,Storage,New Bought Last Month,New Dashed MRP,New Discount (%)
"OnePlus Nord 4 5G (Obsidian Midnight, 8GB RAM, 128GB Storage)",4.0,129,1K+ bought in past month,27999.0,₹29999,(7% off),No,OnePlus,OnePlus Nord 4 5G ,Black,8GB,128GB,1000,29999,7.0
"OnePlus 12 (Glacial White, 12GB RAM, 256GB Storage)",4.5,186,100+ bought in past month,61999.0,₹64999,(5% off),No,OnePlus,OnePlus 12 ,White,12GB,256GB,100,64999,5.0
"OnePlus Nord CE4 Lite 5G (Ultra Orange, 8GB RAM, 256GB Storage)",3.7,100,1K+ bought in past month,20999.0,₹23999,(13% off),No,OnePlus,OnePlus Nord CE4 Lite 5G ,Black,8GB,256GB,1000,23999,13.0
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 8GB RAM, 256GB Storage)",4.2,"8,283",200+ bought in past month,19998.0,₹21999,(9% off),No,OnePlus,OnePlus Nord CE 3 Lite 5G ,Gray,8GB,256GB,200,21999,9.0
"OnePlus 12 (Flowy Emerald, 12GB RAM, 256GB Storage)",4.4,967,400+ bought in past month,61999.0,,,No,OnePlus,OnePlus 12 ,Black,12GB,256GB,400,"2     66999.0
3     27999.0
4     61999.0
5     20999.0
6     19998.0
7     61999.0
8     32999.0
9     19990.0
16    38999.0
17    24999.0
18    39998.0
Name: Current MRP, dtype: float64",0.0
"OnePlus Nord 4 5G (Mercurial Silver, 12GB RAM, 256GB Storage)",4.1,135,500+ bought in past month,32999.0,₹35999,(8% off),No,OnePlus,OnePlus Nord 4 5G ,Silver,12GB,256GB,500,35999,8.0
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 256GB Storage)",4.2,"7,015",400+ bought in past month,19990.0,₹21999,(9% off),No,OnePlus,OnePlus Nord CE 3 Lite 5G ,Black,8GB,256GB,400,21999,9.0
"OnePlus 12R (Cool Blue, 8GB RAM, 256GB Storage)",4.2,310,1K+ bought in past month,38999.0,₹42999,(9% off),No,OnePlus,OnePlus 12R ,Blue,8GB,256GB,1000,42999,9.0
"(Refurbished) OnePlus 9RT 5G Nano Silver, 12GB RAM, 256GB Storage +Alexa hands-free capable",3.7,13,0,24999.0,₹49999,(50% off),No,OnePlus,"OnePlus 9RT 5G Nano Silver, 12GB RAM, 256GB Storage +Alexa hands-free capable",Silver,12GB,256GB,0,49999,50.0
"OnePlus 12R (Cool Blue, 8GB RAM, 128GB Storage)",4.4,610,500+ bought in past month,39998.0,,,No,OnePlus,OnePlus 12R ,Blue,8GB,128GB,500,"2     66999.0
3     27999.0
4     61999.0
5     20999.0
6     19998.0
7     61999.0
8     32999.0
9     19990.0
16    38999.0
17    24999.0
18    39998.0
Name: Current MRP, dtype: float64",0.0
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",4.3,"150,734",100+ bought in past month,17490.0,₹19999,(13% off),No,OnePlus,OnePlus Nord CE 2 Lite 5G ,Blue,6GB,128GB,100,19999,13.0
"OnePlus Nord 3 5G (Misty Green, 8GB RAM, 128GB Storage)",4.1,"2,700",50+ bought in past month,21990.0,₹33999,(35% off),No,OnePlus,OnePlus Nord 3 5G ,Green,8GB,128GB,50,33999,35.0
"OnePlus Nord 4 5G (Oasis Green, 8GB RAM, 128GB Storage)",4.0,212,1K+ bought in past month,27999.0,₹29999,(7% off),No,OnePlus,OnePlus Nord 4 5G ,Green,8GB,128GB,1000,29999,7.0
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 6GB RAM, 128GB Storage)",4.3,"150,734",0,18490.0,₹19999,(8% off),No,OnePlus,OnePlus Nord CE 2 Lite 5G ,Black,6GB,128GB,0,19999,8.0
"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",4.4,"2,234",,61999.0,,,No,OnePlus,OnePlus 11 5G ,Green,16GB,256GB,0,"3     17490
4     21990
5     27999
8     18490
15    61999
Name: Current MRP, dtype: int64",0.0
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 8GB RAM, 128GB Storage)",4.3,"150,734",0,18990.0,₹21999,(14% off),No,OnePlus,OnePlus Nord CE 2 Lite 5G ,Black,8GB,128GB,0,21999,14.0
"(Refurbished) OnePlus OnePlus Nord 2 5G (Gray Sierra, 8GB RAM, 128GB Storage)",2.4,54,0,18999.0,₹29999,(37% off),No,OnePlus,OnePlus OnePlus Nord 2 5G ,Gray,8GB,128GB,0,29999,37.0
"(Refurbished) OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",2.6,11,0,14399.0,₹17490,(18% off),No,OnePlus,OnePlus Nord CE 2 Lite 5G ,Blue,6GB,128GB,0,17490,18.0
"OnePlus Pad 2(12.1 Inch)LCD Display,12GB RAM, 256GB Storage,Snapdragon 8 Gen 3,144Hz Refresh Rate,Dolby Vision & Atmos,Open Canvas,AI features,6 speakers,Wi-Fi with Cellular Data Sharing [Nimbus Gray]",4.4,747,400+ bought in past month,42999.0,₹47999,(10% off),No,OnePlus,OnePlus Pad 2,Gray,12GB,256GB,400,47999,10.0
"(Refurbished) OnePlus 9R 5G Lake Blue, 12GB RAM, 256GB Storage",2.9,29,0,19999.0,₹41999,(52% off),No,OnePlus,"OnePlus 9R 5G Lake Blue, 12GB RAM, 256GB Storage",Blue,12GB,256GB,0,41999,52.0
"(Refurbished) OnePlus 9 Pro 5G (Stellar Black, 8GB RAM, 128GB Storage)",2.5,7,0,24499.0,₹49999,(51% off),No,OnePlus,OnePlus 9 Pro 5G ,Black,8GB,128GB,0,49999,51.0
"(Refurbished) OnePlus 8T 5G Lunar Silver, 8GB RAM, 128GB Storage",3.1,8,0,17099.0,₹35999,(53% off),No,OnePlus,"OnePlus 8T 5G Lunar Silver, 8GB RAM, 128GB Storage",Silver,8GB,128GB,0,35999,53.0
"(Refurbished) OnePlus Nord 3 5G (Misty Green, 8GB RAM, 128GB Storage)",1.0,2,0,19999.0,₹33999,(41% off),No,OnePlus,OnePlus Nord 3 5G ,Green,8GB,128GB,0,33999,41.0
