Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Turbo 80W Fast Charging Wall Charger: Single USB Port, Over Current Protection, Smart & Safe Charging for Your Devices.",N/A,N/A,M.R.P:,699,₹1199,(42% off),Yes
"Boult Audio W20 Truly Wireless in Ear Earbuds with 35H Playtime, Zen™ ENC Mic, 45ms Low Latency, 13mm Bass Drivers, Type-C Fast Charging, Made in India, Touch Control, IPX5 ear buds TWS (Glacier Blue)",4.1,"3,300",5K+ bought in past month,799,₹2499,(68% off),Yes
"Redmi 13C 5G (Starlight Black, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",4.0,"2,056",5K+ bought in past month,9199,₹13999,(34% off),Yes
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",3.9,770,5K+ bought in past month,6999,₹9999,(30% off),Yes
"Oppo F27 Pro+ 5G (Dusk Pink, 8GB RAM, 128GB Storage) | 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",3.9,44,50+ bought in past month,27999,₹32999,(15% off),Yes
"(Refurbished) Oppo A17k (Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",3.4,3,M.R.P.:,5999,₹12999,(54% off),Yes
"OPPO A3X 4G (Ocean Blue, 4GB RAM, 64GB Storage) | with No Cost EMI/Additional Exchange Offers",4.7,13,200+ bought in past month,8999,₹12999,(31% off),Yes
"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",3.9,455,4K+ bought in past month,12934,₹17999,(28% off),Yes
"Oppo Reno10 Pro 5G (Glossy Purple, 256 GB) (12 GB RAM)",3.7,51,M.R.P:,31993,₹59999,(47% off),Yes
"Oppo Reno 12 5G (Matte Brown, 256 GB) (8 GB RAM)",3.7,4,50+ bought in past month,27799,₹43999,(37% off),Yes
"pTron Bassbuds Bliss TWS in Ear Earbuds with 4 Quadpro Mics,3D Audioscape,Trutalk Enc Calls,40H Playtime,50Ms Low-Latency Game/Music Modes,Bt5.3,Type C Fast Charging&Ipx5 Water Resistant(Green)",3.8,467,100+ bought in past month,798,₹2899,(72% off),Yes
"Mivi SuperPods Halo [Flagship Launch], True Wireless Earbuds, ANC Earbuds with 3D Soundstage, 60H Playtime, Spatial Audio, 13mm Driver, Transparency Mode Earbuds",4.4,"1,684",2K+ bought in past month,1999,₹7499,(73% off),Yes
"Oppo Reno 10 Pro+ 5G (Glossy Purple, 12 GB, 256 GB)",5.0,1,M.R.P:,43990,₹59999,(27% off),Yes
"Oneplus Nord CE4 (Celadon Marble, 8GB RAM, 256GB Storage)",4.2,"1,693",5K+ bought in past month,24999,₹26999,(7% off),Yes
"(Refurbished) OPPO F21s Pro (Dawnlight Gold, 8GB RAM, 128 Storage) with No Cost EMI/Additional Exchange Offers",3.3,25,M.R.P.:,13389,₹26999,(50% off),Yes
"OPPO A3X 5G (Sparkle Black, 4GB RAM, 64GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",3.4,77,M.R.P:,12499,₹14999,(17% off),Yes
"OPPO A3X 5G (Starlight White, 4GB RAM, 64GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",3.4,77,M.R.P:,12499,₹14999,(17% off),Yes
"OPPO F27 5G (Emerald Green, 8GB RAM, 128GB Storage) Without Offer",5.0,1,50+ bought in past month,19228,₹26999,(29% off),Yes
"Redmi A3 (Lake Blue, 4GB RAM, 128GB Storage) | Premium Halo Design | 90Hz Display | Powerful 4G G36 Processor",3.7,23,200+ bought in past month,7999,₹10999,(27% off),Yes
"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",4.0,263,5K+ bought in past month,7498,₹8999,(17% off),Yes
"Ambrane Qi2 & Magsafe 15W Wireless Charger with Premium Metal Mobile Stand, Latest Qi2 for iPhone 16/15/14/13/12 All Series & Other Wireless Devices, Foldable + Free Magnetic Ring (AerosynQ S1, Gold)",5.0,4,M.R.P:,2799,₹4999,(44% off),Yes
"Honeywell Newly Launched Moxie V1100, in-Ear Wireless TWS Earbuds with Digital Battery Display Case, Bluetooth V5.3, 31 Hours of Playtime, 13mm*2 Drivers, Fast Charging, 2 Years Manufacturer Warranty",3.8,252,M.R.P:,1269,₹3999,(68% off),Yes
